Track_duration(s);Popularity;Danceability;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Explicit;Energy
244.653;48;0.573;9;10.91;1;0.0361;0.811;0;0.13;0.377;157.783;3;0;0.344
240.32;48;0.571;0;5.498;1;0.0314;0.0534;0.00000102;0.129;0.613;141.996;4;0;0.77
193.733;46;0.668;4;3.963;1;0.0447;0.0428;0;0.379;0.934;92.992;4;1;0.875
208.32;64;0.543;10;7.061;1;0.0285;0.00601;0.00000523;0.133;0.375;95.995;4;0;0.686
188.946;51;0.352;2;11.925;1;0.0295;0.349;0;0.0992;0.226;145.024;4;0;0.34
178.626;87;0.778;1;10.732;0;0.334;0.592;0;0.0881;0.327;140.048;4;0;0.317
243.48;0;0.665;1;5.339;1;0.299;0.312;0;0.559;0.545;163.974;4;0;0.796
284.36;0;0.783;6;7.398;0;0.298;0.0817;0;0.0831;0.762;93.026;4;0;0.58
164.146;0;0.841;0;6.763;1;0.0756;0.041;0;0.126;0.738;121.988;4;0;0.622
243.626;0;0.254;4;7.112;0;0.0382;0.769;0;0.0997;0.101;74.858;4;1;0.285
216.293;0;0.672;2;4.099;1;0.059;0.000526;0.00000267;0.0495;0.737;138.091;4;0;0.9
249.933;35;0.849;5;6.464;1;0.0336;0.0553;0;0.175;0.951;104.003;4;0;0.819
250.28;63;0.808;11;7.34;0;0.139;0.0373;0;0.208;0.56;116.029;4;0;0.655
233.68;30;0.579;10;4.937;0;0.051;0.0215;0.241;0.0255;0.606;120.029;4;0;0.98
209.466;59;0.726;9;4.653;1;0.029;0.136;0;0.698;0.952;115.995;4;0;0.795
264.826;0;0.453;4;8.121;1;0.0283;0.0877;0.000323;0.0788;0.448;108.408;4;0;0.559
127.773;32;0.58;2;8.485;0;0.0681;0.0273;0.000142;0.149;0.499;131.357;4;0;0.654
169.157;0;0.613;5;12.796;1;0.0362;0.717;0.426;0.112;0.964;139.564;4;0;0.519
237.066;32;0.543;2;4.877;1;0.042;0.043;0.0000434;0.0729;0.544;119.817;4;0;0.857
225.213;0;0.6;0;4.433;1;0.0376;0.000129;0.0000233;0.245;0.167;127.007;4;0;0.893
329.773;0;0.638;6;4.008;0;0.0405;0.00275;0.000379;0.223;0.415;127.988;4;1;0.955
162.732;0;0.569;1;8.58;1;0.0623;0.632;0.0000026;0.0988;0.241;74.725;4;0;0.366
236;50;0.843;11;7.031;0;0.143;0.0468;0;0.081;0.743;122.005;4;0;0.48
174.04;0;0.473;3;6.253;1;0.03;0.0229;0;0.0396;0.894;77.181;4;0;0.697
236.24;61;0.532;4;5.923;1;0.0301;0.295;0;0.3;0.107;74.916;4;0;0.554
191.811;54;0.609;9;4.749;0;0.0507;0.0504;0.00000476;0.09;0.316;97.99;4;0;0.887
202.426;39;0.402;4;10.258;1;0.0411;0.127;0.0000122;0.0623;0.897;176.431;4;0;0.824
172.16;33;0.527;1;9.271;1;0.177;0.524;0.0000143;0.0833;0.611;170.565;4;0;0.702
209.96;3;0.575;5;6.96;1;0.0341;0.0111;0.00214;0.175;0.314;81.058;4;0;0.653
228.68;55;0.615;4;6.104;1;0.0379;0.721;0;0.077;0.786;145.299;4;0;0.754
236.253;39;0.629;2;5.693;1;0.0277;0.195;0;0.108;0.58;118.003;4;0;0.722
199.32;0;0.703;0;4.446;0;0.0895;0.283;0;0.396;0.7;149.974;4;0;0.747
234.52;78;0.336;4;6.354;1;0.0325;0.0635;0;0.141;0.299;161.01;4;0;0.602
151.28;55;0.457;9;6.213;1;0.0441;0.566;0;0.333;0.965;167.092;4;0;0.917
169.01;76;0.682;11;8.173;0;0.0381;0.326;0;0.148;0.673;117.003;4;0;0.72
145.96;33;0.432;0;9.216;1;0.116;0.249;0.00639;0.0953;0.38;132.212;4;0;0.823
254.733;76;0.574;9;4.906;1;0.032;0.0457;0;0.121;0.978;117.486;4;0;0.96
208.679;0;0.705;2;4.594;1;0.0438;0.138;0;0.0987;0.528;110.007;4;0;0.832
246.081;25;0.744;1;8.539;1;0.0317;0.716;0.00000349;0.449;0.7;107.432;4;0;0.626
173.666;71;0.556;1;5.067;1;0.0464;0.0105;0.0341;0.403;0.702;124.016;4;0;0.993
181.573;52;0.574;9;0.81;0;0.0455;0.125;0.0000227;0.23;0.65;105.008;4;0;0.96
159.735;65;0.682;0;3.18;0;0.0875;0.256;0;0.442;0.535;95.982;4;0;0.919
205.613;41;0.623;5;5.285;1;0.0324;0.0141;0.00000164;0.138;0.287;120.119;4;0;0.93
223.613;8;0.664;0;5.336;1;0.0316;0.619;0.0000219;0.0923;0.518;132.041;3;0;0.627
270.72;73;0.698;0;8.642;1;0.048;0.12;0.00000226;0.394;0.731;133.197;4;0;0.774
152.16;55;0.703;7;8.062;1;0.0441;0.626;0;0.113;0.734;117.562;4;0;0.478
277.637;0;0.52;10;4.247;1;0.0378;0.0104;0;0.106;0.19;107.487;4;0;0.791
253.106;37;0.598;1;3.817;1;0.473;0.186;0;0.309;0.607;89.728;4;0;0.834
189.8;37;0.679;2;4.67;0;0.0294;0.000241;0.69;0.0697;0.806;129.016;4;0;0.922
166.56;0;0.609;6;4.229;1;0.18;0.0149;0;0.205;0.764;167.992;4;0;0.81
284.253;8;0.393;5;8.534;1;0.132;0.239;0.0000773;0.205;0.399;126.675;4;0;0.672
347.666;61;0.812;1;8.825;0;0.0452;0.0399;0.0831;0.0671;0.729;114.832;4;0;0.507
214.933;0;0.79;1;4.98;1;0.0343;0.381;0.0387;0.0551;0.899;109.143;4;0;0.856
305.68;40;0.527;7;6.797;1;0.0297;0.0621;0.0000389;0.12;0.335;78.003;4;0;0.622
258.786;80;0.52;5;6.655;1;0.0274;0.34;0.0000549;0.256;0.722;80.609;4;0;0.652
201.573;21;0.513;1;4.075;1;0.0629;0.00147;0.000209;0.0938;0.345;171.017;4;0;0.796
235.766;86;0.626;2;4.302;1;0.0311;0.135;0.00000397;0.0989;0.416;119.082;4;0;0.79
208.4;0;0.75;1;3.931;1;0.0464;0.0126;0.000294;0.0993;0.456;127.996;4;0;0.86
245.906;38;0.772;8;7.179;1;0.0547;0.0319;0;0.25;0.693;99.006;4;0;0.76
234.614;8;0.58;9;3.616;1;0.05;0.0355;0;0.333;0.441;127.993;4;0;0.877
168.466;0;0.751;0;8.198;1;0.0935;0.227;0.000784;0.209;0.774;106.976;4;0;0.753
287.173;0;0.598;0;11.812;1;0.0256;0.162;0.000357;0.353;0.91;97.736;4;0;0.606
180.6;21;0.603;3;7.521;1;0.0522;0.59;0;0.145;0.725;134.311;4;0;0.668
179.133;47;0.508;5;9.012;1;0.0395;0.291;0.00000325;0.107;0.412;99.302;4;0;0.645
233.826;0;0.712;7;4.676;1;0.0487;0.00623;0.00000168;0.843;0.741;153.956;4;0;0.835
192.133;66;0.565;10;5.732;0;0.114;0.0247;0;0.26;0.233;112.827;4;0;0.832
248.106;53;0.5;6;4.133;0;0.0506;0.00126;0.00279;0.329;0.269;121.989;4;0;0.859
155.226;80;0.482;2;9.198;1;0.0452;0.641;0.00000774;0.0414;0.937;124.631;4;0;0.849
242.986;22;0.645;9;5.003;1;0.0336;0.259;0;0.0402;0.89;128.044;4;0;0.702
205.973;0;0.562;7;6.476;0;0.0922;0.0000206;0.591;0.219;0.35;124.047;4;0;0.865
281.066;40;0.578;10;8.553;1;0.0306;0.029;0.00884;0.0849;0.23;127.972;4;0;0.789
187.533;67;0.691;11;6.47;0;0.0367;0.462;0.0286;0.0804;0.957;128.111;4;0;0.762
467.64;66;0.435;5;8.868;1;0.0545;0.00983;0.00748;0.0923;0.209;118.704;4;0;0.657
151.64;6;0.666;1;7.842;1;0.0466;0.319;0;0.0636;0.629;120.898;4;0;0.522
255.516;0;0.849;0;13.04;1;0.146;0.016;0.00259;0.0669;0.845;129.935;4;0;0.667
271.893;0;0.727;11;7.159;0;0.0398;0.0351;0.0000443;0.0973;0.812;88.75;4;0;0.685
205.826;0;0.732;6;5.33;1;0.0319;0.456;0;0.154;0.967;123.292;4;0;0.973
215.693;73;0.668;7;2.944;0;0.0535;0.0191;0.00000671;0.0385;0.748;131.959;4;0;0.857
235.36;0;0.371;5;5.092;0;0.0785;0.206;0;0.181;0.544;79.837;4;0;0.795
257.746;58;0.59;1;6.728;1;0.0408;0.000953;0.00000153;0.0918;0.601;106.029;4;0;0.808
201.706;77;0.587;0;5.713;1;0.0449;0.225;0;0.112;0.664;100.38;4;0;0.767
241.013;61;0.309;10;17.022;1;0.0337;0.87;0.000279;0.118;0.146;124.711;4;0;0.181
215.906;41;0.742;8;3.995;1;0.0392;0.00573;0;0.196;0.602;129.048;4;0;0.847
251.96;30;0.558;0;7.594;0;0.0338;0.528;0;0.0867;0.152;119.856;4;0;0.487
177;14;0.906;1;6.779;0;0.0903;0.000243;0.0000323;0.0975;0.423;150.018;4;0;0.625
342.4;74;0.546;8;9.072;1;0.0291;0.36;0.00046;0.24;0.247;140.054;4;0;0.519
282.533;61;0.833;1;6.028;0;0.215;0.0956;0;0.0414;0.887;95.48;4;0;0.681
290.266;54;0.413;9;8.45;1;0.033;0.318;0;0.127;0.365;113.423;3;0;0.433
91.226;54;0.452;7;2.27;1;0.273;0.00383;0;0.138;0.867;161.362;4;0;0.817
182.857;75;0.862;5;5.356;1;0.0625;0.131;0.00000201;0.077;0.827;105.039;4;0;0.753
161.16;32;0.499;2;9.685;1;0.0265;0.0391;0;0.0855;0.395;82.909;4;0;0.443
327.573;0;0.867;7;7.445;1;0.0475;0.0453;0;0.123;0.933;118.616;4;0;0.746
217.028;3;0.362;5;7.475;1;0.0417;0.000147;0.0202;0.225;0.443;175.032;4;0;0.818
204.133;69;0.778;2;6.552;1;0.0451;0.0028;0.0345;0.0263;0.881;119.995;4;0;0.899
131.693;25;0.619;2;12.289;1;0.104;0.548;0;0.094;0.794;104.647;4;0;0.339
227.546;65;0.852;0;4.569;1;0.0642;0.0503;0;0.327;0.667;94.762;4;0;0.604
173.306;0;0.57;6;11.052;1;0.0277;0.282;0.00000269;0.248;0.508;101.137;4;0;0.523
216.84;71;0.558;8;8.488;0;0.0354;0.583;0.000133;0.159;0.558;171.762;4;0;0.464
288.72;36;0.712;6;2.596;0;0.0357;0.0138;0.0000219;0.169;0.703;118.002;4;0;0.906
232.893;85;0.566;8;4.528;1;0.0818;0.0958;0.0000997;0.334;0.304;90.99;4;0;0.885
179.933;0;0.665;0;15.043;1;0.0369;0.249;0.0344;0.0995;0.963;109.738;4;0;0.504
151.733;20;0.383;10;8.074;1;0.0496;0.443;0;0.114;0.637;105.393;4;0;0.595
224.946;50;0.508;9;6.563;0;0.0398;0.102;0.00000701;0.0995;0.604;123.451;4;0;0.629
281.8;61;0.653;10;10.224;1;0.0444;0.417;0;0.318;0.762;104.647;4;0;0.884
190.44;47;0.723;5;5.26;0;0.0795;0.0361;0;0.0873;0.329;170.004;4;0;0.563
212.906;39;0.583;10;8.425;0;0.106;0.103;0.00000835;0.605;0.514;131.356;4;0;0.727
234.434;0;0.511;8;3.714;1;0.146;0.0845;0;0.102;0.432;175.987;4;0;0.795
274.821;38;0.42;0;5.628;1;0.0512;0.0119;0.0000128;0.445;0.162;131.95;4;0;0.754
235.373;80;0.434;11;6.784;1;0.0268;0.0197;0.000824;0.128;0.275;104.183;4;0;0.563
165;0;0.608;7;6.321;0;0.0407;0.00918;0.00000102;0.0879;0.931;131.457;4;0;0.839
239.44;76;0.593;2;7.284;1;0.0299;0.313;0.000582;0.0804;0.736;76.403;4;0;0.642
184.973;49;0.414;1;3.992;1;0.036;0.612;0.00000798;0.248;0.538;102.338;3;0;0.681
191.96;18;0.369;9;4.328;1;0.0445;0.000293;0.0000436;0.0764;0.181;173.963;4;0;0.688
201.254;0;0.696;6;3.838;1;0.0331;0.0778;0;0.0581;0.644;122.978;4;0;0.743
195.266;0;0.487;7;13.815;0;0.0429;0.204;0;0.212;0.808;105.428;4;0;0.621
231.4;84;0.918;10;5.64;0;0.0791;0.0928;0;0.139;0.304;128.008;4;0;0.609
219.6;32;0.656;1;6.435;1;0.0452;0.00567;0;0.106;0.719;123.942;4;0;0.987
264.146;49;0.451;7;7.178;1;0.0352;0.168;0.00000304;0.106;0.308;171.477;4;0;0.656
216.36;0;0.734;5;7.03;1;0.0816;0.0322;0;0.0808;0.931;96.99;4;0;0.635
226.986;76;0.607;10;13.364;0;0.499;0.209;0;0.0839;0.563;130.47;3;0;0.422
208.693;52;0.424;0;7.79;1;0.0378;0.000126;0.314;0.209;0.756;130.583;4;0;0.728
291.8;0;0.687;7;9.613;1;0.0316;0.0682;0.599;0.101;0.613;97.084;4;0;0.565
142.186;65;0.744;0;6.386;1;0.0333;0.0723;0.000532;0.0692;0.961;114.991;4;0;0.611
213.52;40;0.469;11;5.093;1;0.194;0.049;0.00706;0.919;0.424;136.397;4;0;0.951
190.427;70;0.683;5;4.918;0;0.142;0.207;0;0.394;0.645;75.016;4;0;0.53
227.853;0;0.74;2;5.129;1;0.0735;0.0174;0;0.282;0.654;97.01;4;0;0.801
395.573;0;0.642;10;12.973;1;0.032;0.0455;0.314;0.0498;0.962;131.577;4;0;0.806
174.882;38;0.699;4;2.886;1;0.0467;0.0112;0.000275;0.137;0.592;125.964;4;0;0.811
176.117;0;0.593;1;5.351;1;0.0363;0.00137;0.445;0.0714;0.0381;128.015;4;0;0.914
184.013;0;0.479;10;8.185;1;0.0261;0.0292;0;0.258;0.718;185.076;3;0;0.5
153.19;77;0.604;2;5.571;1;0.0475;0.178;0.0000349;0.409;0.473;153.947;4;0;0.741
263.293;0;0.616;1;10.965;1;0.0714;0.479;0.000034;0.118;0.376;108.969;4;0;0.58
230.413;74;0.649;2;4.346;1;0.178;0.226;0;0.0711;0.857;177.899;4;0;0.798
122.92;21;0.633;7;6.367;1;0.0306;0.458;0;0.059;0.937;115.205;4;0;0.717
262.173;73;0.75;5;4.21;0;0.142;0.0189;0;0.266;0.359;129.993;4;1;0.727
176.579;95;0.671;11;4.93;0;0.048;0.0207;0;0.329;0.775;110.056;4;0;0.845
262.16;42;0.668;4;6.513;1;0.0363;0.0253;0.0171;0.0773;0.765;130.598;4;0;0.96
162.864;56;0.407;11;5.612;1;0.342;0.375;0.00000507;0.125;0.632;179.681;3;0;0.697
260.532;75;0.536;1;10.396;1;0.0288;0.82;0.0000165;0.107;0.246;147.486;4;0;0.311
396.44;0;0.497;8;4.559;0;0.0445;0.00055;0.00129;0.255;0.249;133.047;4;0;0.89
288.293;80;0.802;2;10.791;0;0.0349;0.0843;0.00765;0.0521;0.963;131.715;4;0;0.756
557.293;57;0.812;10;13.418;0;0.0538;0.00509;0.0248;0.0465;0.8;99.189;4;0;0.6
155.64;51;0.573;1;5.699;0;0.102;0.0362;0;0.095;0.895;161.888;4;0;0.876
193.78;44;0.749;7;5.566;1;0.035;0.0547;0.0000184;0.0539;0.968;123.506;4;0;0.893
252.44;71;0.388;9;4.769;1;0.0275;0.0339;0;0.104;0.381;173.947;4;0;0.633
207.447;26;0.517;0;3.036;1;0.0709;0.0195;0.000024;0.164;0.451;98.979;4;1;0.928
208.053;49;0.542;11;5.651;1;0.197;0.16;0.00466;0.137;0.403;159.797;4;0;0.859
349.693;40;0.746;1;9.624;1;0.0602;0.159;0.00422;0.43;0.462;103.17;4;0;0.947
167.733;33;0.742;10;13.822;1;0.0349;0.634;0;0.0424;0.878;113.045;4;0;0.387
178.84;0;0.484;8;4.573;1;0.0481;0.000311;0.01;0.0861;0.665;108.561;4;0;0.916
228.666;70;0.633;0;3.594;1;0.0344;0.219;0.00021;0.0592;0.963;128.606;4;0;0.934
239.746;0;0.657;1;7.108;0;0.0313;0.000236;0;0.862;0.827;134.774;4;0;0.913
200.093;67;0.733;7;9.101;1;0.0696;0.419;0.00000237;0.521;0.459;99.998;4;0;0.652
211.88;27;0.639;9;5.411;1;0.0263;0.0141;0.00000101;0.21;0.61;121.986;4;0;0.796
296.2;1;0.453;9;4.001;1;0.115;0.36;0.000569;0.26;0.474;137.571;4;1;0.905
193.377;68;0.652;7;4.481;0;0.0361;0.29;0;0.073;0.472;114.043;4;0;0.898
177.975;39;0.785;4;4.78;1;0.037;0.0133;0;0.393;0.966;124.061;4;0;0.825
166.28;78;0.858;0;9.289;1;0.0751;0.583;0.00109;0.0707;0.874;108.217;4;0;0.544
198.8;86;0.774;5;3.914;0;0.114;0.0249;0.025;0.242;0.924;143.04;4;0;0.838
223.078;0;0.688;6;8.361;0;0.0875;0.0356;0.00000308;0.172;0.565;164.068;4;0;0.532
279.173;0;0.435;10;3.694;0;0.0429;0.000303;0.0072;0.185;0.547;143.646;4;0;0.901
222.213;66;0.716;10;4.289;1;0.0513;0.134;0;0.148;0.646;130.034;4;0;0.838
210.575;84;0.637;2;4.971;0;0.0455;0.148;0;0.0892;0.308;141.872;4;0;0.715
131;0;;;;;;;;;;;;0;
120.306;63;0.61;2;9.381;1;0.0278;0.622;0;0.144;0.48;97.166;4;0;0.379
273.48;0;0.643;11;5.652;0;0.0351;0.0979;0.0000822;0.0611;0.807;101.756;4;0;0.771
208.506;70;0.555;2;5.114;1;0.0269;0.0414;0;0.116;0.374;112.03;4;0;0.717
177.8;51;0.549;11;8.681;0;0.0452;0.0916;0.00000226;0.205;0.972;129.814;4;0;0.547
236.546;56;0.701;9;6.16;1;0.0725;0.301;0.0000606;0.179;0.421;99.104;4;0;0.79
207.506;73;0.607;11;7.754;1;0.0597;0.0541;0.000068;0.269;0.768;126.988;4;0;0.82
236.293;0;0.759;11;3.936;1;0.111;0.223;0.0000698;0.117;0.942;98.115;4;0;0.918
221.373;0;0.509;7;6.774;1;0.0305;0.00118;0.00107;0.177;0.637;128.597;4;0;0.747
194.08;73;0.662;0;8.821;1;0.0307;0.097;0.00272;0.115;0.296;90;4;0;0.586
230.266;0;0.488;4;6.371;1;0.0305;0.577;0;0.193;0.219;77.278;4;0;0.487
179.551;91;0.565;0;8.198;1;0.0638;0.107;0.0000099;0.447;0.525;170.01;4;0;0.636
309.133;57;0.827;6;13.365;0;0.363;0.639;0.0000082;0.391;0.801;91.552;4;0;0.526
1561.133;52;0.374;4;19.104;0;0.0343;0.564;0.56;0.114;0.0579;103.535;4;0;0.219
246.573;20;0.338;11;5.175;1;0.0354;0.0114;0.0000502;0.0741;0.409;167.91;4;0;0.729
194.093;0;0.673;2;2.379;1;0.0348;0.0525;0.000535;0.0736;0.503;100.002;4;0;0.901
260.013;28;0.354;10;3.764;1;0.0461;0.202;0.00000268;0.273;0.246;118.221;4;0;0.757
190;45;0.737;8;2.936;0;0.05;0.034;0.0103;0.412;0.904;119.979;4;0;0.954
228.346;49;0.403;0;5.107;1;0.0389;0.000294;0;0.0743;0.364;146.763;4;0;0.858
208.692;60;0.661;5;4.438;1;0.0431;0.454;0;0.0994;0.309;78.31;4;0;0.486
230.146;33;0.558;7;7.433;1;0.0259;0.548;0.00000462;0.114;0.314;127.836;4;0;0.436
218.899;0;0.653;5;7.388;0;0.051;0.06;0.00481;0.097;0.76;130.074;4;0;0.982
304.6;81;0.867;1;4.674;0;0.288;0.303;0;0.279;0.67;88.634;4;0;0.646
231.965;55;0.393;10;11.865;1;0.0392;0.877;0;0.104;0.262;163.99;4;1;0.207
228.346;0;0.513;3;6.8;1;0.0439;0.0274;0;0.118;0.461;180.118;4;0;0.661
270.373;79;0.683;7;7.907;0;0.0311;0.0222;0.0149;0.203;0.737;123.871;4;0;0.772
230.466;17;0.59;9;8.137;1;0.0526;0.133;0.173;0.585;0.942;90.266;4;0;0.885
161.133;67;0.78;9;7.255;1;0.0517;0.0744;0.004;0.0621;0.957;157.902;4;0;0.869
280.106;24;0.472;0;7.398;1;0.0276;0.00689;0;0.157;0.379;153.945;4;0;0.609
191.24;77;0.808;4;6.897;0;0.0447;0.00928;0.0701;0.0574;0.899;96.987;4;0;0.786
207.904;77;0.601;6;4.856;1;0.0486;0.0945;0.00000168;0.12;0.508;102.061;4;0;0.724
264.503;79;0.596;5;9.616;1;0.0396;0.365;0.0000053;0.206;0.796;83.293;4;0;0.448
172.293;40;0.767;5;3.983;0;0.0947;0.0384;0;0.335;0.433;126.048;4;0;0.687
276.28;0;0.261;8;9.04;1;0.0291;0.786;0;0.108;0.249;91.285;4;0;0.274
173.906;16;0.478;5;7.723;1;0.0315;0.922;0.0000154;0.134;0.338;146.629;3;0;0.254
214.575;54;0.71;0;5.996;1;0.0453;0.0792;0.0000332;0.0871;0.858;116.687;4;0;0.792
216.146;0;0.291;4;6.846;0;0.0371;0.275;0.0000269;0.334;0.294;111.852;4;0;0.635
403.64;37;0.745;6;10.961;0;0.0346;0.014;0.113;0.139;0.936;113.897;4;0;0.835
205.68;81;0.845;5;8.118;0;0.0956;0.59;0.00142;0.0811;0.793;125.02;4;0;0.567
220.454;80;0.731;0;5.126;0;0.0522;0.0323;0.0000259;0.112;0.356;139.994;4;0;0.794
185.253;54;0.44;6;9.712;1;0.0284;0.17;0.00000103;0.118;0.543;107.744;4;0;0.466
226.893;61;0.478;5;11.16;1;0.0393;0.655;0.00197;0.114;0.579;138.708;4;0;0.624
233.373;70;0.639;0;3.333;0;0.0372;0.0528;0;0.336;0.871;119.48;4;0;0.845
203.204;59;0.706;10;4.591;0;0.0567;0.299;0;0.298;0.638;126.008;4;0;0.777
229.373;43;0.343;11;1.708;1;0.223;0.0747;0;0.345;0.564;123.284;4;0;0.977
202.586;61;0.317;6;7.37;1;0.0274;0.429;0.00000127;0.103;0.414;159.906;3;0;0.464
132.066;6;0.572;6;7.094;1;0.0408;0.732;0;0.095;0.88;135.276;4;0;0.544
139.813;0;0.738;1;5.121;1;0.0573;0.062;0;0.205;0.5;98.047;4;0;0.717
215.266;2;0.635;0;3.828;0;0.0431;0.00899;0;0.144;0.742;132.001;4;0;0.864
115.493;37;0.428;7;8.899;1;0.0372;0.584;0;0.14;0.93;144.947;4;0;0.463
263.973;0;0.602;11;7.976;0;0.0313;0.00398;0.0852;0.0931;0.918;133.019;4;0;0.784
275;0;0.713;4;7.131;0;0.0268;0.0275;0.000126;0.0926;0.167;103.978;4;0;0.378
186.087;1;0.824;5;7.127;1;0.0699;0.0221;0.00375;0.097;0.683;149.912;4;1;0.545
299.146;69;0.893;11;4.936;0;0.132;0.299;0;0.0881;0.963;101.025;4;0;0.74
201.693;71;0.579;6;4.911;0;0.0339;0.0273;0;0.0704;0.761;116.173;4;0;0.705
269.053;0;0.524;11;8.866;0;0.0569;0.0000455;0.0273;0.194;0.402;108.295;4;0;0.923
180.32;35;0.374;1;12.004;0;0.0366;0.0293;0.000195;0.314;0.649;178.261;4;0;0.724
272.2;59;0.666;0;9.601;1;0.0484;0.0826;0.000563;0.114;0.521;148.06;4;1;0.883
231.493;73;0.734;2;6.119;1;0.303;0.022;0.00000985;0.246;0.47;105.932;4;0;0.864
203.105;24;0.527;1;5.043;1;0.0459;0.0236;0;0.369;0.859;89.982;4;1;0.761
204.32;49;0.671;10;5.945;1;0.0276;0.377;0.000119;0.341;0.857;89.932;4;0;0.719
230.4;60;0.372;8;5.049;1;0.0426;0.00225;0.137;0.0638;0.481;159.991;4;1;0.873
303.746;53;0.525;2;6.971;0;0.469;0.168;0;0.0544;0.371;127.55;3;1;0.652
131;0;0.738;11;12.406;0;0.0605;0.577;0;0.0713;0.967;129.089;4;0;0.563
213.773;15;0.699;9;6.813;1;0.0356;0.00507;0.00123;0.108;0.658;112.041;4;0;0.802
182.37;53;0.693;11;5.433;1;0.0353;0.00169;0.000977;0.121;0.751;115;4;0;0.76
195.96;0;0.752;6;4.186;1;0.117;0.12;0;0.234;0.677;123.888;4;0;0.872
204.013;76;0.596;5;4.245;0;0.121;0.0358;0.0000319;0.365;0.612;202.049;4;0;0.851
175.08;59;0.579;4;8.83;1;0.0488;0.0289;0.571;0.0656;0.9;126.336;4;0;0.877
248.666;56;0.898;7;8.779;1;0.0869;0.0402;0.0377;0.0611;0.724;123.096;4;0;0.648
208.36;38;0.734;5;8.966;1;0.0416;0.0904;0.171;0.369;0.851;121.458;4;1;0.519
344.4;48;0.599;0;7.649;0;0.0859;0.0013;0.787;0.383;0.501;130.724;4;0;0.976
153.19;89;0.601;2;5.569;1;0.0478;0.185;0.0000291;0.415;0.441;153.96;4;0;0.741
238.44;76;0.761;4;6.158;1;0.0399;0.355;0;0.0953;0.526;134.943;3;0;0.386
237.546;47;0.658;5;2.455;1;0.171;0.166;0;0.123;0.516;127.916;4;0;0.919
281.573;31;0.3;0;13.593;0;0.0316;0.628;0;0.28;0.314;135.91;3;0;0.265
112;24;0.584;8;6.273;1;0.0332;0.613;0;0.0758;0.971;159.337;4;0;0.72
203.76;0;0.704;11;6.923;0;0.241;0.0214;0;0.29;0.863;144.021;4;0;0.633
200.56;70;0.614;8;4.806;0;0.0516;0.0408;0.00104;0.0845;0.879;172.656;4;0;0.928
205.408;47;0.576;11;5.163;1;0.0397;0.156;0;0.305;0.545;94.921;4;0;0.719
303.813;0;0.643;0;8.237;1;0.265;0.351;0;0.127;0.181;90.079;4;0;0.663
284.906;0;0.769;7;2.985;1;0.048;0.0291;0.00000146;0.386;0.772;91.53;4;0;0.832
171.826;0;0.392;9;5.205;1;0.051;0.00257;0.047;0.151;0.886;75.842;4;1;0.782
225.373;34;0.76;9;10.237;1;0.0248;0.187;0.0000453;0.101;0.912;90.735;4;0;0.564
237.626;76;0.719;8;6.279;1;0.0336;0.0372;0.00000821;0.12;0.786;130.027;4;0;0.671
211.666;0;0.628;6;5.608;0;0.105;0.0472;0.00152;0.0907;0.729;89.975;4;0;0.698
239.28;67;0.766;11;7.558;1;0.0695;0.719;0.00000591;0.304;0.71;84.044;4;0;0.5
295.133;64;0.636;9;5.551;1;0.0837;0.0485;0.00000669;0.271;0.694;134.937;4;0;0.939
263.746;66;0.73;7;11.025;0;0.0524;0.0853;0.00221;0.102;0.658;94.395;4;0;0.639
203.133;67;0.708;5;3.247;0;0.234;0.00104;0.0803;0.227;0.545;127.96;4;0;0.945
182.626;9;0.45;8;5.12;1;0.0271;0.627;0;0.123;0.448;107.578;3;0;0.465
244.866;0;0.32;2;6.623;1;0.0463;0.136;0.000014;0.303;0.634;156.067;4;0;0.697
297.906;35;0.852;6;9.241;0;0.136;0.197;0;0.143;0.496;120.953;4;0;0.863
202.626;16;0.766;11;6.381;0;0.143;0.00627;0;0.0764;0.743;126.988;4;0;0.873
149.693;0;0.767;1;10.777;0;0.0337;0.64;0;0.0681;0.636;113.312;4;0;0.331
193.493;0;0.735;11;6.18;1;0.0371;0.255;0;0.106;0.688;118.441;4;0;0.52
251.24;40;0.453;2;11.045;1;0.0328;0.000359;0.00213;0.269;0.788;134.921;4;0;0.751
223.92;35;0.574;4;3.558;1;0.074;0.00139;0.0000056;0.14;0.223;135.034;4;0;0.932
211.853;0;0.766;9;6.471;0;0.123;0.204;0.0000141;0.126;0.506;128.07;4;0;0.709
157.22;65;0.665;1;7.536;1;0.0527;0.00103;0.00333;0.102;0.669;93.992;4;0;0.712
170.826;82;0.624;9;3.374;1;0.1;0.0735;0;0.327;0.781;99.943;4;1;0.876
156.16;54;0.708;5;10.827;1;0.198;0.445;0;0.299;0.908;177.061;4;0;0.616
232.385;52;0.59;6;2.583;0;0.0263;0.0179;0.00000646;0.134;0.607;125.018;4;0;0.874
232.946;0;0.767;10;9.014;0;0.066;0.0555;0.0000448;0.0436;0.912;103.703;4;0;0.846
200.933;0;0.39;2;7.267;1;0.0403;0.00154;0.0000117;0.081;0.852;173.921;3;0;0.873
251.266;0;0.621;4;3.892;0;0.276;0.21;0;0.13;0.228;83.808;4;0;0.672
227.395;31;0.713;10;5.483;1;0.027;0.0377;0;0.154;0.721;99.048;4;0;0.676
266;0;0.68;11;7;0;0.0353;0.0645;0.0000581;0.109;0.814;94.02;4;0;0.625
