Track_duration(s);Popularity;Danceability;Key;Loudness;Mode;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Time Signature;Explicit;Energy
219.733;0;0.738;7;3.141;1;0.127;0.000673;0.000556;0.285;0.538;114.962;4;0;0.875
207.333;80;0.715;0;6.425;1;0.137;0.0525;0;0.115;0.531;95.078;4;0;0.655
207.506;0;0.467;7;6.732;1;0.0403;0.00411;0.00475;0.175;0.522;184.014;4;0;0.565
180.943;0;0.537;2;8.766;1;0.038;0.0192;0;0.245;0.452;122.873;4;0;0.716
234.653;22;0.767;4;6.947;1;0.0426;0.465;0.00000203;0.485;0.963;149.206;4;0;0.854
179.374;69;0.81;10;7.189;0;0.085;0.0624;0.00000163;0.094;0.771;125.994;4;0;0.571
191.693;63;0.899;1;7.07;1;0.195;0.0182;0.00788;0.161;0.689;119.91;3;0;0.399
209.133;21;0.72;0;13.666;1;0.0568;0.00805;0.00000732;0.196;0.788;111.049;4;0;0.714
209.213;78;0.513;5;6.419;1;0.24;0.161;0;0.246;0.179;94.791;4;0;0.661
250.08;0;0.61;5;2.632;0;0.206;0.186;0;0.097;0.508;83.993;4;1;0.863
216.373;45;0.403;9;4.828;1;0.0498;0.0121;0.00857;0.0975;0.691;76.706;4;0;0.902
271.56;80;0.551;4;13.091;1;0.0353;0.00313;0.00385;0.421;0.514;128.661;4;0;0.643
214.205;65;0.67;5;7.2;0;0.0427;0.0192;0.000225;0.089;0.349;125.01;4;0;0.829
277.693;0;0.411;9;4.21;1;0.0396;0.000963;0.00000322;0.195;0.51;161.991;4;0;0.816
127.093;56;0.661;4;6.329;0;0.0375;0.565;0.00202;0.134;0.893;105.289;4;0;0.917
235.44;77;0.621;4;7.284;0;0.0344;0.0263;0.0000151;0.0591;0.968;149.91;4;0;0.8
229.675;0;0.664;9;6.393;0;0.075;0.000272;0.00565;0.201;0.598;94.985;4;0;0.751
209.64;61;0.408;11;9.478;1;0.0685;0.235;0.0255;0.197;0.684;82.499;4;0;0.692
194.493;54;0.408;3;8.277;1;0.0333;0.653;0;0.512;0.446;119.112;4;0;0.544
190.266;29;0.513;6;5.034;1;0.0396;0.338;0;0.102;0.815;128.836;4;0;0.736
164.746;42;0.622;5;16.335;1;0.0336;0.938;0.00143;0.298;0.662;101.617;4;0;0.21
236.066;29;0.674;0;14.36;1;0.0909;0.00246;0.105;0.326;0.105;135.002;4;0;0.735
212.773;40;0.37;5;15.178;1;0.0369;0.514;0;0.222;0.722;112.159;4;0;0.378
307.68;56;0.366;4;4.654;1;0.0436;0.0104;0;0.0839;0.216;156.03;4;0;0.873
196.493;33;0.707;1;11.198;1;0.0435;0.193;0.00000715;0.61;0.93;128.972;4;0;0.643
222.826;48;0.655;0;3.544;1;0.0352;0.0737;0;0.368;0.594;125.109;4;0;0.759
203.106;0;0.534;0;5.874;0;0.0452;0.0137;0;0.0725;0.13;151.88;4;0;0.606
190.973;0;0.722;9;5.182;0;0.061;0.021;0.000516;0.0625;0.695;132.007;4;0;0.977
178.106;35;0.635;7;7.434;1;0.0376;0.0129;0.00000843;0.0997;0.837;119.297;4;1;0.768
176.893;18;0.637;0;8.324;0;0.0648;0.0896;0.000536;0.141;0.954;122.476;4;0;0.879
229.226;59;0.403;8;12.371;0;0.0322;0.727;0;0.0849;0.233;126.23;4;0;0.338
215.533;18;0.197;7;5.523;1;0.0582;0.000395;0.00691;0.203;0.343;184.298;4;0;0.834
206.493;38;0.432;0;4.349;1;0.0387;0.402;0;0.67;0.948;201.694;4;0;0.783
168.125;65;0.774;1;3.908;0;0.082;0.0241;0.00000611;0.342;0.833;119.964;4;0;0.747
241.04;5;0.474;9;4.19;1;0.0395;0.582;0.231;0.201;0.902;152.113;4;0;0.917
254.866;60;0.582;1;11.021;1;0.0321;0.0621;0;0.178;0.433;94.955;4;0;0.54
210.133;54;0.595;0;4.495;1;0.0394;0.0107;0;0.288;0.494;99.741;4;0;0.87
190.56;38;0.408;0;12.409;1;0.0302;0.846;0;0.64;0.466;71.544;4;0;0.28
262.173;70;0.744;4;14.996;0;0.0366;0.0815;0;0.108;0.42;100.78;4;0;0.376
133.041;2;0.701;6;10.681;1;0.0976;0.729;0.0362;0.084;0.801;150.464;4;0;0.53
242.081;68;0.588;0;7.287;1;0.0577;0.592;0.00146;0.0733;0.209;152.881;4;0;0.471
423.84;0;0.404;1;3.88;1;0.0668;0.577;0.297;0.287;0.498;115.672;4;0;0.903
288.876;68;0.599;7;4.267;1;0.0367;0.0533;0;0.134;0.817;80.984;4;0;0.667
215.066;62;0.874;3;6.869;1;0.0454;0.0353;0.0000169;0.217;0.919;116.117;4;0;0.318
222.066;73;0.46;0;4.501;0;0.0333;0.00107;0;0.106;0.182;100.011;4;0;0.796
228.893;0;0.718;7;4.309;1;0.0584;0.00447;0.00629;0.064;0.816;100.031;4;0;0.798
280.822;0;0.584;5;9.022;1;0.0458;0.0185;0.00000204;0.628;0.589;118.192;4;0;0.79
200.493;54;0.816;4;4.21;1;0.0372;0.0353;0.000345;0.17;0.963;128.521;4;0;0.791
225.026;63;0.568;7;5.623;1;0.0273;0.033;0;0.144;0.23;105.096;4;0;0.631
178.493;29;0.571;0;5.079;1;0.0651;0.0127;0.0899;0.114;0.508;129.599;4;1;0.924
248.946;34;0.249;0;6.905;1;0.0342;0.504;0.0026;0.0891;0.435;149.813;4;0;0.66
241.688;14;0.456;7;5.212;1;0.0574;0.588;0;0.116;0.405;128.632;4;0;0.67
239.359;0;0.604;2;17.156;0;0.0374;0.000387;0.0328;0.0857;0.472;112.344;4;0;0.423
145.4;47;0.255;11;16.236;1;0.0363;0.948;0.00000709;0.343;0.164;70.536;4;0;0.193
288.333;41;0.551;5;8.049;1;0.0293;0.157;0.00000143;0.0934;0.2;105.837;3;0;0.496
292.68;54;0.563;0;7.673;1;0.0305;0.748;0;0.103;0.259;79.738;4;0;0.458
254.12;44;0.821;5;4.778;1;0.0723;0.117;0.000263;0.106;0.36;121.941;4;0;0.952
235.266;0;0.618;2;3.95;1;0.031;0.17;0;0.0822;0.296;118.984;4;0;0.741
169.866;61;0.659;4;2.28;1;0.0786;0.154;0.000304;0.191;0.576;91.999;4;0;0.911
284.8;0;0.437;8;8.648;0;0.0339;0.00191;0.00243;0.116;0.239;124.172;4;0;0.572
302.6;64;0.583;2;11.698;0;0.0351;0.232;0;0.133;0.801;153.249;4;0;0.545
233.333;46;0.431;7;5.479;1;0.0324;0.000211;0.0000123;0.124;0.664;169.926;4;0;0.817
154.414;0;0.43;8;4.816;1;0.119;0.17;0;0.128;0.217;90.053;4;0;0.436
206.773;0;0.609;3;7.407;1;0.0742;0.0405;0;0.284;0.389;126.981;4;0;0.88
172.225;0;0.515;3;20.088;1;0.0497;0.827;0.00971;0.0963;0.301;94.043;4;1;0.131
246.786;66;0.546;6;7.317;0;0.0348;0.002;0.173;0.115;0.235;128.017;4;0;0.583
233.48;16;0.423;8;6.877;1;0.0748;0.251;0.000725;0.109;0.41;90.138;4;0;0.845
186.245;58;0.64;2;4.309;1;0.0434;0.169;0;0.109;0.4;146.058;4;0;0.683
120.173;0;0.599;8;8.573;0;0.244;0.714;0;0.521;0.95;173.053;4;0;0.704
264.88;58;0.398;7;4.574;1;0.0663;0.00155;0.683;0.154;0.564;138.09;4;0;0.86
258.826;76;0.583;2;3.142;0;0.0301;0.0208;0;0.188;0.573;123.055;4;1;0.786
190.253;69;0.425;1;4.801;1;0.0732;0.405;0.0128;0.117;0.769;108.748;4;0;0.903
446.145;51;0.439;7;9.158;1;0.0608;0.000666;0.0777;0.423;0.433;103.281;3;0;0.691
163.653;0;0.512;0;8.342;1;0.042;0.357;0.0000102;0.0626;0.841;86.13;4;0;0.667
208.666;75;0.383;5;7.118;1;0.0515;0.314;0.00000721;0.11;0.48;147.625;4;0;0.616
194.533;41;0.734;11;8.189;1;0.0561;0.0495;0.0000129;0.0612;0.847;109.661;4;0;0.923
212.8;53;0.582;8;4.017;1;0.0563;0.0253;0;0.211;0.547;100.02;4;0;0.796
211.506;0;0.597;4;5.972;0;0.0502;0.000385;0.205;0.133;0.717;114.999;4;0;0.97
248.64;65;0.439;0;3.545;1;0.026;0.00565;0.00152;0.131;0.319;81.331;4;0;0.709
180.16;67;0.853;1;5.845;1;0.0543;0.133;0;0.0564;0.958;117.991;4;0;0.571
239.813;59;0.208;6;8.702;1;0.0327;0.875;0.000003;0.0908;0.135;186.162;4;0;0.342
220.2;52;0.545;1;7.922;0;0.111;0.944;0;0.197;0.321;139.251;5;0;0.322
260.68;55;0.386;2;4.175;1;0.115;0.0276;0.000215;0.0375;0.336;158.15;4;0;0.925
226.053;66;0.612;8;5.074;0;0.0282;0.00202;0.00118;0.328;0.783;126.326;4;0;0.735
250;0;0.684;2;12.59;1;0.0384;0.475;0.0000732;0.118;0.785;115.066;4;0;0.482
310.24;0;0.665;0;5.471;0;0.0559;0.105;0;0.0785;0.861;143.875;4;0;0.842
218.96;76;0.785;9;5.306;1;0.0363;0.042;0.000107;0.108;0.971;125.447;4;0;0.737
164.893;57;0.582;4;11.677;0;0.0298;0.017;0.00000405;0.229;0.721;101.691;4;0;0.545
164.842;75;0.666;10;6.967;0;0.103;0.0492;0;0.0442;0.61;110.108;4;1;0.796
191.333;47;0.535;10;4.479;1;0.159;0.0962;0;0.118;0.511;162.084;4;0;0.648
181.733;81;0.746;11;7.956;1;0.164;0.247;0;0.101;0.497;89.977;4;0;0.69
331.573;0;0.579;6;8.71;0;0.03;0.00206;0.00903;0.059;0.635;123.331;4;0;0.824
233.133;54;0.476;4;11.435;1;0.038;0.0446;0.0053;0.214;0.68;137.083;4;0;0.766
238.853;27;0.337;1;4.317;1;0.0964;0.021;0;0.542;0.305;174.18;5;1;0.657
211.36;76;0.622;5;7.321;1;0.066;0.0573;0;0.13;0.487;140.025;4;0;0.712
227.853;74;0.447;7;4.637;0;0.382;0.0293;0.00000546;0.167;0.509;175.868;4;0;0.694
276.96;40;0.265;4;6.959;1;0.0392;0.00254;0.134;0.319;0.477;112.482;4;0;0.78
250.746;0;0.311;4;4.543;0;0.0476;0.0916;0.0000881;0.0899;0.549;178.455;4;0;0.686
245.896;3;0.634;9;14.007;0;0.0807;0.937;0.000359;0.232;0.203;129.65;4;0;0.285
228.133;83;0.536;10;5.948;0;0.0347;0.00433;0;0.114;0.545;77.217;4;0;0.768
234.333;78;0.768;5;5.109;1;0.0313;0.0964;0.0000292;0.097;0.962;118.773;4;0;0.829
154.2;22;0.678;1;7.635;0;0.0321;0.297;0;0.0445;0.96;89.791;4;0;0.793
223.84;30;0.548;0;6.371;1;0.0259;0.852;0.0000122;0.0854;0.342;86.932;4;0;0.394
160.573;41;0.584;11;12.36;0;0.0341;0.281;0;0.0842;0.71;137.587;4;0;0.552
166.133;54;0.544;1;5.52;1;0.0389;0.00846;0.00000277;0.192;0.969;88.187;4;0;0.846
202.68;62;0.453;7;3.074;1;0.291;0.0518;0.00000157;0.223;0.155;129.174;4;0;0.975
189.109;77;0.794;8;5.124;0;0.0699;0.3;0;0.0955;0.955;174.915;4;0;0.711
265.173;51;0.452;2;9.657;1;0.0332;0.739;0;0.0798;0.362;139.022;4;0;0.341
171.333;0;0.481;10;20.508;1;0.0357;0.917;0;0.12;0.505;111.799;4;0;0.0568
272.613;54;0.713;4;7.104;0;0.0308;0.0365;0.000285;0.0963;0.103;103.968;4;0;0.408
249.04;62;0.852;1;6.765;1;0.0653;0.0121;0;0.126;0.789;109.906;4;0;0.694
369.6;72;0.482;0;6.839;1;0.0321;0.731;0;0.189;0.557;95.263;4;0;0.721
183;75;0.795;0;5.883;1;0.0722;0.108;0;0.0645;0.874;94.01;4;1;0.496
174.84;58;0.593;5;3.772;1;0.0731;0.411;0;0.105;0.176;150.036;4;0;0.653
217.533;67;0.706;9;13.673;1;0.0324;0.0221;0.0000381;0.0944;0.839;90.584;4;0;0.39
160.906;72;0.511;4;7.032;1;0.042;0.181;0;0.0921;0.818;129.657;4;0;0.769
234.733;38;0.488;4;6.62;1;0.036;0.63;0.0000287;0.333;0.715;181.844;4;0;0.721
176.44;93;0.551;10;5.339;1;0.0286;0.777;0;0.202;0.342;101.19;3;0;0.55
150.2;0;0.37;0;12.545;1;0.055;0.273;0;0.189;0.736;73.358;4;0;0.461
283.733;0;0.587;3;4.426;1;0.467;0.103;0.00000116;0.346;0.445;155.964;4;0;0.931
181.932;45;0.469;10;14.399;1;0.0336;0.694;0.153;0.0962;0.52;138.522;4;0;0.235
204.266;0;0.728;11;5.861;0;0.0933;0.217;0.013;0.0984;0.764;125.853;4;0;0.879
234.4;64;0.739;0;5.079;1;0.0373;0.000424;0.0187;0.389;0.786;127.487;4;0;0.679
205.28;0;0.668;0;7.897;1;0.0451;0.477;0;0.107;0.154;129.889;4;0;0.449
228.666;0;0.794;0;4.24;0;0.0728;0.152;0.00000495;0.221;0.927;116.032;4;0;0.818
206.586;0;0.308;8;4.542;1;0.0533;0.00022;0.000729;0.0974;0.686;143.519;4;0;0.873
211.8;23;0.616;9;14.807;0;0.0378;0.0887;0.00000233;0.0736;0.724;134.769;4;0;0.511
185.649;0;0.843;5;5.427;0;0.119;0.0624;0;0.897;0.969;128.025;4;0;0.834
225.458;49;0.625;8;3.939;1;0.0448;0.0501;0;0.0808;0.295;125.959;4;0;0.766
226.68;78;0.424;9;5.455;1;0.0278;0.0553;0.00000495;0.298;0.193;144.636;4;0;0.588
235.333;0;0.539;8;4.925;0;0.0278;0.0489;0.000594;0.17;0.592;139.055;4;0;0.714
325.6;58;0.391;11;9.271;1;0.0438;0.263;0.00000862;0.174;0.45;93.192;4;0;0.427
168.64;0;0.83;1;5.146;1;0.118;0.361;0;0.249;0.492;114.966;4;0;0.557
262.853;0;0.607;5;7.56;1;0.125;0.00276;0.0168;0.109;0.252;103.939;4;0;0.597
175.813;0;0.219;7;14.215;1;0.0297;0.854;0.596;0.0742;0.446;76.682;4;0;0.239
232.733;54;0.789;10;13.998;0;0.042;0.0929;0.000551;0.156;0.968;96.893;4;0;0.444
320.203;0;0.444;4;9.74;1;0.0526;0.112;0;0.637;0.347;145.244;4;0;0.735
302.933;67;0.448;5;16.239;1;0.0393;0.147;0.00000227;0.0842;0.234;177.279;4;0;0.35
186.066;71;0.795;1;7.165;1;0.0423;0.061;0;0.0914;0.855;133.024;4;0;0.523
202.804;74;0.653;3;5.232;0;0.213;0.00413;0;0.0537;0.216;82.034;4;0;0.718
239.16;0;0.395;7;5.96;1;0.0353;0.188;0.000071;0.145;0.421;121.451;4;0;0.641
239.826;75;0.658;11;10.365;1;0.0267;0.243;0;0.122;0.504;108.329;4;0;0.575
143.4;1;0.661;4;8.244;1;0.049;0.262;0;0.0557;0.957;125.445;4;0;0.557
266.533;72;0.371;11;5.524;1;0.0295;0.386;0;0.104;0.426;136.526;3;0;0.609
224.973;48;0.483;8;3.735;1;0.38;0.0202;0;0.124;0.362;172.024;4;0;0.914
221.493;50;0.327;9;5.223;1;0.0611;0.144;0.84;0.774;0.439;167.972;4;0;0.92
174.444;70;0.59;7;3.87;1;0.122;0.0771;0;0.105;0.651;107.356;4;0;0.642
220.839;66;0.589;2;7.606;1;0.0377;0.818;0;0.101;0.44;142.731;4;0;0.496
191.04;2;0.546;10;4.713;0;0.0325;0.000551;0.0121;0.111;0.286;132.066;4;0;0.817
227.88;77;0.773;6;7.436;0;0.0961;0.00411;0.000034;0.0733;0.289;99.993;4;0;0.414
218.227;64;0.705;7;7.455;1;0.0862;0.467;0.00425;0.122;0.526;142.014;4;0;0.745
213.106;72;0.718;4;6.44;1;0.0387;0.0159;0;0.0627;0.552;100.008;4;0;0.691
187.108;29;0.58;8;6.676;1;0.238;0.015;0;0.176;0.783;175.799;4;0;0.675
153.865;69;0.749;10;5.128;0;0.0366;0.0209;0;0.169;0.711;123.055;4;0;0.674
241.4;69;0.547;11;11.298;0;0.0319;0.0874;0.00000834;0.222;0.909;168.581;4;0;0.831
166.893;28;0.779;7;7.004;1;0.0279;0.0989;0;0.111;0.936;125.996;4;0;0.719
132.64;69;0.522;3;5.86;1;0.0316;0.722;0;0.0854;0.49;175.972;3;0;0.413
244.884;82;0.865;0;6.932;1;0.0371;0.548;0.000115;0.0989;0.748;129.059;4;0;0.521
227.52;77;0.639;1;2.621;1;0.0615;0.00107;0;0.097;0.343;143.448;4;0;0.912
196.641;0;0.508;4;2.627;1;0.108;0.000458;0.00345;0.103;0.669;135.638;4;0;0.981
196.706;54;0.608;11;4.207;1;0.0296;0.104;0;0.247;0.47;117.367;4;0;0.817
162.106;0;0.418;2;9.083;1;0.0405;0.279;0.000678;0.111;0.733;94.717;4;0;0.882
238.146;7;0.566;6;4.25;1;0.0417;0.645;0;0.114;0.807;169.864;4;0;0.713
229.525;0;0.689;10;7.503;1;0.0815;0.369;0.00000103;0.0649;0.283;80.025;4;0;0.481
285.16;46;0.247;9;9.945;0;0.0289;0.46;0;0.188;0.127;82.988;5;0;0.271
193.16;48;0.762;4;5.082;1;0.099;0.441;0;0.118;0.772;119.439;4;0;0.705
249.626;77;0.647;5;6.251;1;0.0236;0.0206;0.0489;0.134;0.687;94.01;4;0;0.729
181.867;58;0.589;0;5.034;1;0.0327;0.568;0;0.0675;0.19;114.853;4;1;0.613
284.28;31;0.623;0;10.52;0;0.0276;0.302;0.000122;0.0838;0.782;101.431;4;0;0.721
197.333;0;0.413;6;8.084;1;0.111;0.223;0;0.0946;0.215;129.167;4;0;0.586
228.266;0;0.588;5;5.857;0;0.0726;0.31;0;0.321;0.59;121.299;5;0;0.614
232.586;32;0.44;9;5.957;1;0.0281;0.692;0;0.103;0.158;77.988;4;0;0.323
219.946;80;0.798;6;5.041;1;0.0442;0.0912;0;0.0894;0.842;101.956;4;0;0.675
233.693;45;0.474;0;5.99;1;0.027;0.0546;0;0.198;0.255;135.988;4;0;0.603
167.853;0;0.645;11;7.066;1;0.0354;0.0253;0.000433;0.125;0.96;150.919;4;0;0.63
326.093;47;0.77;2;8.133;1;0.0937;0.169;0.00223;0.0537;0.548;106.15;4;1;0.744
221.32;56;0.816;1;6.426;0;0.0651;0.235;0;0.389;0.809;130.102;4;0;0.596
177.666;78;0.815;7;6.594;0;0.0897;0.223;0;0.104;0.877;151.891;4;0;0.518
241.76;39;0.712;3;17.612;1;0.0444;0.721;0.00000839;0.112;0.73;81.527;4;0;0.323
182.76;53;0.501;2;3.361;1;0.0941;0.000422;0.00000153;0.364;0.348;127.964;4;0;0.975
207.506;0;0.548;9;6.408;1;0.0587;0.283;0;0.0708;0.382;79.918;4;0;0.554
218;59;0.611;10;9.388;1;0.0266;0.0447;0.00000848;0.344;0.275;102.998;3;0;0.595
131.8;47;0.596;6;12.558;1;0.0405;0.589;0;0.177;0.495;99.892;4;0;0.276
207.693;56;0.591;9;14.753;1;0.0371;0.107;0;0.248;0.781;126.091;4;0;0.396
147.481;54;0.75;9;6.131;1;0.0928;0.124;0;0.46;0.765;120.043;4;0;0.659
269.373;82;0.433;9;4.04;1;0.0431;0.000917;0;0.028;0.365;172.984;4;0;0.959
252.368;13;0.623;7;5.477;1;0.0418;0.0165;0.00578;0.0588;0.581;112.012;4;0;0.849
213.066;82;0.631;5;4.142;1;0.0354;0.0436;0.137;0.0918;0.971;122.429;4;0;0.932
255.947;0;0.702;5;10.388;1;0.0602;0.0335;0.0133;0.36;0.756;119.996;4;0;0.941
240.08;50;0.504;9;4.421;1;0.0779;0.0012;0.0013;0.157;0.77;156.469;4;0;0.862
237.52;44;0.666;2;9.79;1;0.0403;0.00219;0.882;0.0589;0.723;134.809;4;1;0.942
179.6;61;0.72;9;7.306;1;0.0347;0.509;0;0.147;0.609;105.727;4;0;0.5
233.373;0;0.639;10;3.333;1;0.0372;0.0528;0;0.336;0.871;119.485;4;0;0.845
199.2;73;0.757;9;9.326;1;0.062;0.411;0.00221;0.355;0.815;138.923;4;0;0.868
209.666;0;0.502;2;3.89;1;0.0635;0.000211;0.000137;0.381;0.47;138.001;4;0;0.885
280.306;0;0.287;9;14.154;1;0.0283;0.661;0.000418;0.127;0.387;103.414;4;0;0.314
216.293;47;0.665;2;4.138;1;0.0518;0.000559;0.00000283;0.0442;0.754;138.074;4;0;0.902
213.306;85;0.689;6;5.83;0;0.027;0.257;0;0.148;0.482;99.039;4;0;0.694
265.266;35;0.706;2;12.83;1;0.0294;0.167;0.0000173;0.0301;0.98;111.555;4;0;0.53
186.906;22;0.608;8;8.011;1;0.0851;0.0875;0;0.0882;0.795;136.155;4;0;0.819
190.2;0;0.735;11;7.967;0;0.0496;0.00173;0.00514;0.0431;0.786;139.409;4;0;0.728
168.333;0;0.187;0;11.536;1;0.0308;0.878;0.00000189;0.187;0.31;89.762;4;0;0.256
144.293;39;0.4;2;10.679;1;0.0338;0.374;0.00000254;0.246;0.532;115.531;4;0;0.455
268.527;37;0.433;0;3.873;1;0.0482;0.133;0.00000116;0.147;0.357;83.797;4;0;0.761
250.053;47;0.63;10;8.005;1;0.0521;0.247;0;0.0989;0.477;89.128;4;0;0.514
283.165;17;0.61;8;2.964;0;0.108;0.000343;0.00119;0.0854;0.628;127.977;4;0;0.784
179.2;67;0.268;7;6.948;0;0.0346;0.378;0;0.119;0.172;64.223;4;0;0.459
210.58;74;0.513;4;4.868;0;0.0587;0.0118;0.0000194;0.294;0.235;84.264;4;0;0.768
246.466;0;0.756;1;3.502;1;0.0343;0.191;0;0.178;0.73;119.961;4;0;0.77
226.973;0;0.633;7;5.352;1;0.0769;0.00513;0.0000349;0.313;0.951;131.835;4;0;0.926
283.747;61;0.822;7;11.471;0;0.0582;0.259;0.000153;0.39;0.765;128.007;4;0;0.969
150.333;0;0.433;0;5.029;1;0.0803;0.00889;0.0000932;0.159;0.757;153.596;4;0;0.888
265.986;0;0.21;10;9.28;1;0.0292;0.657;0.000129;0.134;0.212;186.773;4;0;0.336
268.36;78;0.64;7;6.576;1;0.0314;0.00832;0;0.123;0.701;102.026;4;0;0.864
290.6;42;0.704;4;8.038;0;0.0477;0.121;0.00322;0.19;0.644;114.953;4;0;0.893
209.266;0;0.604;9;4.784;0;0.0634;0.621;0;0.132;0.522;97.929;4;0;0.874
210.653;68;0.573;1;3.549;1;0.0553;0.00473;0;0.278;0.463;126.034;4;0;0.897
268.24;43;0.595;11;6.196;1;0.0316;0.649;0.00000809;0.102;0.61;98.506;4;0;0.519
259.2;32;0.609;9;8.568;0;0.0269;0.28;0;0.136;0.587;96.818;4;0;0.735
275.68;0;0.585;11;6.935;0;0.0543;0.0193;0.000163;0.164;0.423;124.958;4;0;0.869
249.066;71;0.485;3;5.749;1;0.0355;0.0000867;0;0.092;0.568;89.956;4;0;0.911
158.053;0;0.753;2;5.61;1;0.0504;0.551;0;0.0706;0.927;89.95;4;0;0.498
274.626;0;0.723;10;7.503;1;0.0282;0.154;0;0.0672;0.571;87.99;4;0;0.48
222;54;0.805;2;4.713;1;0.0306;0.145;0.00000446;0.201;0.642;119.966;4;0;0.834
192.786;37;0.633;8;5.559;1;0.035;0.0465;0;0.15;0.961;106.021;4;0;0.767
131.426;8;0.627;3;7.779;1;0.0279;0.752;0;0.133;0.833;99.223;4;0;0.44
215.093;0;0.733;11;4.855;0;0.0933;0.000923;0.261;0.363;0.915;127.537;4;1;0.903
234.746;0;0.548;2;4.51;1;0.0535;0.00191;0.0979;0.0672;0.11;135.008;4;1;0.876
289.666;59;0.736;2;9.333;0;0.182;0.185;0.0000151;0.147;0.579;168.121;4;0;0.518
261.04;0;0.716;4;5.801;0;0.0764;0.0363;0.0000334;0.0593;0.802;106.024;4;0;0.727
239.773;0;0.69;5;2.76;0;0.061;0.00937;0;0.547;0.604;130.889;4;0;0.928
255.906;0;0.411;3;13.847;0;0.043;0.33;0.00000118;0.722;0.513;96.094;4;0;0.376
231.64;0;0.568;9;10.453;1;0.04;0.000613;0.00258;0.17;0.638;120.678;4;0;0.701
218.773;0;0.459;3;14.191;1;0.0544;0.618;0;0.0708;0.234;128.098;3;0;0.127
266.173;0;0.206;9;6.521;1;0.0412;0.0000529;0.0765;0.0859;0.144;163.34;4;0;0.808
165.8;55;0.456;0;5.212;1;0.153;0.375;0;0.563;0.367;125.051;4;0;0.933
218.866;36;0.882;5;10.971;1;0.0515;0.265;0.0000168;0.745;0.715;119.165;4;0;0.562
180.693;0;0.304;2;10.879;1;0.0298;0.871;0.00368;0.367;0.464;146.066;3;1;0.305
156.053;14;0.592;2;8.181;1;0.0948;0.463;0.0271;0.311;0.696;136.109;4;0;0.764
184.28;71;0.619;7;5.782;0;0.0334;0.56;0;0.137;0.498;126.803;4;0;0.459
239.146;50;0.706;4;5.045;1;0.131;0.475;0.00013;0.152;0.83;143.66;4;0;0.743
179.383;0;0.72;2;10.561;0;0.0547;0.0728;0.645;0.223;0.42;89.029;4;0;0.424
236.253;63;0.628;2;5.693;1;0.0277;0.197;0;0.108;0.58;118.004;4;0;0.722
187.666;66;0.437;0;14.846;1;0.028;0.261;0.0000012;0.0984;0.355;93.519;4;0;0.373
293.293;42;0.739;2;6.042;1;0.0353;0.00787;0.00691;0.0412;0.643;121.231;4;0;0.763
199.053;48;0.792;4;6.931;1;0.0671;0.198;0;0.15;0.499;112.067;4;1;0.428
223.866;30;0.278;0;9.542;1;0.0401;0.606;0;0.0546;0.65;190.295;3;0;0.374
298.96;0;0.905;9;4.798;0;0.189;0.0772;0;0.12;0.871;147.983;4;0;0.767
229.426;36;0.419;4;4.923;1;0.0298;0.00928;0.0000323;0.0823;0.291;92.988;4;0;0.743
188.866;78;0.865;7;7.448;1;0.0443;0.285;0.0162;0.225;0.867;121.983;4;0;0.69
188.592;0;0.76;0;6.142;1;0.0561;0.0552;0.0000513;0.146;0.93;98.008;4;0;0.856
234.426;58;0.578;0;8.027;1;0.0264;0.305;0;0.104;0.223;92.702;4;0;0.34
230.253;78;0.585;9;4.45;0;0.0534;0.0143;0;0.0707;0.585;110.006;4;0;0.972
261.266;72;0.729;7;7.033;1;0.0362;0.13;0.000912;0.443;0.741;115.118;4;0;0.851
255.093;8;0.545;7;4.867;0;0.0436;0.0309;0.0000464;0.0828;0.458;125.014;4;0;0.78
156.026;15;0.594;9;7.873;1;0.0301;0.133;0;0.334;0.838;106.441;4;0;0.622
211.066;0;0.759;0;7.727;0;0.0306;0.199;0.000313;0.449;0.912;92.957;4;0;0.649
151.586;0;0.6;9;11.936;1;0.0751;0.432;0;0.223;0.924;139.501;4;0;0.622
139.186;0;0.613;5;5.582;1;0.231;0.122;0;0.322;0.963;82.071;4;0;0.875
132.573;45;0.586;4;7.378;1;0.0341;0.0601;0.0000777;0.1;0.963;119.634;4;0;0.755
199.4;0;0.746;5;16.63;1;0.0573;0.606;0.0168;0.0526;0.502;101.952;4;0;0.273
174.76;79;0.614;9;3.709;0;0.07;0.0697;0;0.121;0.436;116.001;4;0;0.934
264.493;56;0.513;8;6.058;1;0.0293;0.195;0;0.101;0.261;134.128;4;0;0.662
167.533;41;0.469;0;13.177;1;0.1;0.713;0;0.0675;0.386;94.043;4;0;0.445
211.933;78;0.619;11;10.322;0;0.0353;0.00165;0.0109;0.331;0.777;129.269;4;0;0.67
205.8;55;0.431;7;6.051;1;0.0958;0.299;0;0.249;0.674;110.118;4;0;0.81
196.813;70;0.699;4;3.896;0;0.0311;0.00296;0.0544;0.13;0.657;120.016;4;1;0.882
258.24;0;0.371;2;9.052;0;0.0314;0.382;0;0.115;0.564;193.246;4;0;0.505
274.4;38;0.655;2;10.03;1;0.0357;0.0276;0.00196;0.0578;0.768;110.924;4;0;0.823
169.16;55;0.495;0;9.99;1;0.0286;0.67;0.00038;0.13;0.71;108.189;4;0;0.435
162.44;23;0.529;2;4.875;1;0.0426;0.000131;0.0000179;0.222;0.595;129.936;4;0;0.854
